Map			Zone																																																																									Connections								
				Type					Restrictions				Player towns					Neutral towns					Town types									Minimum mines							Mine Density							Terrain									Monsters												Treasure									Zones					Restrictions			
			8		x			35	1	1	2	8	8		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	1	3	3	3	3	3	3	3	x									strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	1	3000	6000	6	500	3000	9	8	23	1280000			1	1	2	8
			23			x		40	1	1	2	8																																									x		strong		x	x	x	x	x	x	x	x	x	x	15000	1000000	3	10000	15000	6	3000	6000	9	23	24	20000			1	1	2	8
			24			x		40	1	1	2	8						1					x	x	x	x	x	x	x	x	x																x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	3	3000	6000	6	500	3000	9	24	25	10000			1	1	2	8
			25		x			40	1	1	2	8	3		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	1	3	3	3	3	3	3	3	x									strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	1	3000	6000	6	500	3000	9	25	29	2560000			1	1	2	8
			26			x		50	1	1	2	8																																									x		strong		x	x	x	x	x	x	x	x	x	x	15000	1000000	3	10000	15000	6	3000	6000		29	30	20000			1	1	2	8
			29			x		45	1	1	2	8																																			x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	15000	1000000	3	10000	15000	6	3000	6000	9	30	31	10000			1	1	2	8
			30			x		45	1	1	2	8						1					x	x	x	x	x	x	x	x	x																								strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	3	3000	6000	6	500	3000	9	31	26	5120000			1	1	2	8
			31		x			45	1	1	2	8	2		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	1	3	3	3	3	3	3	3	x							x		strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	1	3000	6000	6	500	3000	9
																																																																											



8XM12_2p	16	32	1	x				10	2	2	3	8	1		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	3	3	3	3	3	3	3	3	x									avg		x	x	x	x	x	x	x	x	x	x	1000	5000	26	1000	20000	8	1000	80000	4	1	9	8000			1	2	3	8
			9			x		30	2	2	3	8																																			x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	40000	320000	32	320000	1280000	16	1280000	1280000	8	27	12	10000			1	2	3	8
			27			x		30	2	2	3	8						1					x	x	x	x	x	x	x	x	x							2	1	2	4	8	16	32	32		x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	4000	4000	16	4000	16000	8	4000	64000	4	27	1	4000			1	2	3	8
			2	x				10	2	2	3	8	2		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	3	3	3	3	3	3	3	3	x									avg		x	x	x	x	x	x	x	x	x	x	1000	5000	26	1000	20000	8	1000	80000	4	2	10	8000			1	2	3	8
			10			x		30	2	2	3	8																																			x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	40000	320000	32	320000	1280000	16	1280000	1280000	8	28	12	10000			1	2	3	8
			28			x		30	2	2	3	8						1					x	x	x	x	x	x	x	x	x							2	1	2	4	8	16	32	32		x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	4000	4000	16	4000	16000	8	4000	64000	4	28	2	4000			1	2	3	8
			12				x	30	2	2	3	8																																			x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	20000	1000000	3	15000	20000	6	10000	15000	9	12	13	10000			1	2	3	8
			13			x		15	2	2	3	8																																			x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	15000	1000000	3	10000	15000	6	3000	6000	9	13	14	10000			1	2	3	8
			14			x		15	2	2	3	8						1					x	x	x	x	x	x	x	x	x																x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	3	3000	6000	6	500	3000	9	14	4	10000			1	2	3	8
			4		x			15	2	2	3	8	4		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	1	3	3	3	3	3	3	3	x									strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	1	3000	6000	6	500	3000	9	4	15	10000			1	2	3	8
			15			x		20	2	2	3	8																																									x		strong		x	x	x	x	x	x	x	x	x	x	15000	1000000	3	10000	15000	6	3000	6000	9	15	16	10000			1	2	3	8
			16			x		20	2	2	3	8						1					x	x	x	x	x	x	x	x	x																x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	3	3000	6000	6	500	3000	9	16	5	10000			1	2	3	8
			5		x			20	2	2	3	8	5		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	1	3	3	3	3	3	3	3	x									strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	1	3000	6000	6	500	3000	9	5	17	160000			1	2	3	8
			17			x		25	2	2	3	8																																									x		strong		x	x	x	x	x	x	x	x	x	x	15000	1000000	3	10000	15000	6	3000	6000	9	17	18	20000			1	2	3	8
			18			x		25	2	2	3	8						1					x	x	x	x	x	x	x	x	x																x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	3	3000	6000	6	500	3000	9	18	6	10000			1	2	3	8
			6		x			25	2	2	3	8	6		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	1	3	3	3	3	3	3	3	x									strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	1	3000	6000	6	500	3000	9	6	19	320000			1	2	3	8
			19			x		30	2	2	3	8																																									x		strong		x	x	x	x	x	x	x	x	x	x	15000	1000000	3	10000	15000	6	3000	6000	9	19	20	20000			1	2	3	8
			20			x		30	2	2	3	8						1					x	x	x	x	x	x	x	x	x																x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	3	3000	6000	6	500	3000	9	20	7	10000			1	2	3	8
			7		x			30	2	2	3	8	7		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	1	3	3	3	3	3	3	3	x									strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	1	3000	6000	6	500	3000	9	7	21	640000			1	2	3	8
			21			x		35	2	2	3	8																																									x		strong		x	x	x	x	x	x	x	x	x	x	15000	1000000	3	10000	15000	6	3000	6000	9	21	22	20000			1	2	3	8
			22			x		35	2	2	3	8						1					x	x	x	x	x	x	x	x	x																x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	3	3000	6000	6	500	3000	9	22	8	10000			1	2	3	8
			8		x			35	2	2	3	8	8		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	1	3	3	3	3	3	3	3	x									strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	1	3000	6000	6	500	3000	9	8	23	1280000			1	2	3	8
			23			x		40	2	2	3	8																																									x		strong		x	x	x	x	x	x	x	x	x	x	15000	1000000	3	10000	15000	6	3000	6000	9	23	24	20000			1	2	3	8
			24			x		40	2	2	3	8						1					x	x	x	x	x	x	x	x	x																x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	3	3000	6000	6	500	3000	9	24	25	10000			1	2	3	8
			25		x			40	2	2	3	8	3		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	1	3	3	3	3	3	3	3	x									strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	1	3000	6000	6	500	3000	9	25	26	1280000			1	2	3	8
			26			x		45	2	2	3	8																																			x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	15000	1000000	3	10000	15000	6	3000	6000	
																																																																											



8XM12_3p	16	32	1	x				10	3	3	4	8	1		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	3	3	3	3	3	3	3	3	x									avg		x	x	x	x	x	x	x	x	x	x	1000	5000	26	1000	20000	8	1000	80000	4	1	9	8000			1	3	4	8
			9			x		30	3	3	4	8																																			x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	40000	320000	32	320000	1280000	16	1280000	1280000	8	27	12	20000			1	3	4	8
			27			x		30	3	3	4	8						1					x	x	x	x	x	x	x	x	x							2	1	2	4	8	16	32	32								x		strong		x	x	x	x	x	x	x	x	x	x	4000	4000	16	4000	16000	8	4000	64000	4	27	1	4000			1	3	4	8
			2	x				10	3	3	4	8	2		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	3	3	3	3	3	3	3	3	x									avg		x	x	x	x	x	x	x	x	x	x	1000	5000	26	1000	20000	8	1000	80000	4	2	10	8000			1	3	4	8
			10			x		30	3	3	4	8																																			x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	40000	320000	32	320000	1280000	16	1280000	1280000	8	28	12	20000			1	3	4	8
			28			x		30	3	3	4	8						1					x	x	x	x	x	x	x	x	x							2	1	2	4	8	16	32	32								x		strong		x	x	x	x	x	x	x	x	x	x	4000	4000	16	4000	16000	8	4000	64000	4	28	2	4000			1	3	4	8
			3	x				10	3	3	4	8	3		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	3	3	3	3	3	3	3	3	x									avg		x	x	x	x	x	x	x	x	x	x	1000	5000	26	1000	20000	8	1000	80000	4	3	11	8000			1	3	4	8
			11			x		30	3	3	4	8																																			x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	40000	320000	32	320000	1280000	16	1280000	1280000	8	29	12	20000			1	3	4	8
			29			x		30	3	3	4	8						1					x	x	x	x	x	x	x	x	x							2	1	2	4	8	16	32	32								x		strong		x	x	x	x	x	x	x	x	x	x	4000	4000	16	4000	16000	8	4000	64000	4	29	3	4000			1	3	4	8
			12				x	30	3	3	4	8																																			x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	20000	1000000	3	15000	20000	6	10000	15000	9	12	13	40000			1	3	4	8
			13			x		15	3	3	4	8																																									x		strong		x	x	x	x	x	x	x	x	x	x	15000	1000000	3	10000	15000	6	3000	6000	9	13	14	20000			1	3	4	8
			14			x		15	3	3	4	8																																			x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	3	3000	6000	6	500	3000	9	14	4	10000			1	3	4	8
			4		x			15	3	3	4	8	4		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	1	3	3	3	3	3	3	3	x									strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	1	3000	6000	6	500	3000	9	4	15	80000			1	3	4	8
			15			x		20	3	3	4	8																																									x		strong		x	x	x	x	x	x	x	x	x	x	15000	1000000	3	10000	15000	6	3000	6000	9	15	16	20000			1	3	4	8
			16			x		20	3	3	4	8																																			x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	3	3000	6000	6	500	3000	9	16	5	10000			1	3	4	8
			5		x			20	3	3	4	8	5		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	1	3	3	3	3	3	3	3	x									strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	1	3000	6000	6	500	3000	9	5	17	160000			1	3	4	8
			17			x		25	3	3	4	8																																									x		strong		x	x	x	x	x	x	x	x	x	x	15000	1000000	3	10000	15000	6	3000	6000	9	17	18	20000			1	3	4	8
			18			x		25	3	3	4	8																																			x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	3	3000	6000	6	500	3000	9	18	6	10000			1	3	4	8
			6		x			25	3	3	4	8	6		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	1	3	3	3	3	3	3	3	x									strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	1	3000	6000	6	500	3000	9	6	19	320000			1	3	4	8
			19			x		30	3	3	4	8																																									x		strong		x	x	x	x	x	x	x	x	x	x	15000	1000000	3	10000	15000	6	3000	6000	9	19	20	20000			1	3	4	8
			20			x		30	3	3	4	8																																			x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	3	3000	6000	6	500	3000	9	20	7	10000			1	3	4	8
			7		x			30	3	3	4	8	7		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	1	3	3	3	3	3	3	3	x									strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	1	3000	6000	6	500	3000	9	7	21	640000			1	3	4	8
			21			x		35	3	3	4	8																																									x		strong		x	x	x	x	x	x	x	x	x	x	15000	1000000	3	10000	15000	6	3000	6000	9	21	22	20000			1	3	4	8
			22			x		35	3	3	4	8																																			x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	3	3000	6000	6	500	3000	9	22	8	10000			1	3	4	8
			8		x			35	3	3	4	8	8		1		4	1				x	x	x	x	x	x	x	x	x	x	2	1	2	1	1	1	1	3	3	3	3	3	3	3	x									strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	1	3000	6000	6	500	3000	9	8	23	1280000			1	3	4	8
			23			x		40	3	3	4	8																																									x		strong		x	x	x	x	x	x	x	x	x	x	15000	1000000	3	10000	15000	6	3000	6000	9	23	24	20000			1	3	4	8
			24			x		40	3	3	4	8																																			x	x	x	x	x	x	x	x	strong		x	x	x	x	x	x	x	x	x	x	10000	1000000	3	3000	6000	6	500	3000	9
		
